query,position,title,source,publication_date,snippet,publication_url,domain,result_type,relevance_comment,story_cluster,google_news_url
лобов вадим синергия,19,«Синергия» и Право.ru договорились развивать правовую культуру РФ - новости Право.ру,ПРАВО.Ru,2023-05-11T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiR0FVX3lxTE03bEZWTFBZZ19kaHVUQmZVOHJaVlpMX0JERTJHLWlJeUgxN0J1RVhmc21KNmRLV2s1cEtGdFNZMF85ZHlkbnA00gFMQVVfeXFMTTFMaENnemJMVnJ6b2w2aXRMek5ja2NWWjVOODhndklsUzhIN2luNko3SzA2bzB6QzdhVU5vSkwtUmlMZ3lXSkJBN1Y5MQ?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiR0FVX3lxTE03bEZWTFBZZ19kaHVUQmZVOHJaVlpMX0JERTJHLWlJeUgxN0J1RVhmc21KNmRLV2s1cEtGdFNZMF85ZHlkbnA00gFMQVVfeXFMTTFMaENnemJMVnJ6b2w2aXRMek5ja2NWWjVOODhndklsUzhIN2luNko3SzA2bzB6QzdhVU5vSkwtUmlMZ3lXSkJBN1Y5MQ?oc=5
лобов вадим синергия,20,Глава «Синергии» Вадим Лобов анонсировал запуск Центра трансфера технологий для превращения инноваций в бизнес-продукты — Осетия ТВ,Осетия ТВ,2023-03-07T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOGQzVDR6MklDam8yT0VIREptSnkwYnk0MGluV3J6UGZXNWdSR0pfMlJMMEc2bUtnNFBDQlFfUlRlWVUwV054M3UxNFVaZHZ1VEM2cGFQckJ2TmlWek4wQmEyOGJWVlhyaDhYRExjSFpKSFp3QmxmT1pHOTZQOENBOFBLWHpJaTli?oc=5,news.google.com,Новостная публикация (Google News RSS),Средняя: большая часть значимых слов запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOGQzVDR6MklDam8yT0VIREptSnkwYnk0MGluV3J6UGZXNWdSR0pfMlJMMEc2bUtnNFBDQlFfUlRlWVUwV054M3UxNFVaZHZ1VEM2cGFQckJ2TmlWek4wQmEyOGJWVlhyaDhYRExjSFpKSFp3QmxmT1pHOTZQOENBOFBLWHpJaTli?oc=5
лобов вадим,1,Основатели «Арт России» Вадим Лобов и Елизавета Фролова — о коллекционировании без посредников,buro247.ru,2026-03-27T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMifkFVX3lxTE1iS0p5R0ZHRUdMWHlHWmFrR1pIdDRMbWRNazZOMHljamw4M2paaF9sRzI0MFlsX240cVhBNDNDaXVhYmZIVkYtOWY4M1k1U00wY1NpYUYxT29rbWhFMV92MHhZb2NoNmp4QTRxYUR4U1o0UWl5MW45T2t2QW9rZ9IBRkFVX3lxTE5PM19aaUYzYjE0dTZ1QVlPS2VsYWdLWlBEYXJ6QzhqQnVsVHhIZDl4RW93cDROODBVRkVDZlF0bTk1bEdtT3c?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMifkFVX3lxTE1iS0p5R0ZHRUdMWHlHWmFrR1pIdDRMbWRNazZOMHljamw4M2paaF9sRzI0MFlsX240cVhBNDNDaXVhYmZIVkYtOWY4M1k1U00wY1NpYUYxT29rbWhFMV92MHhZb2NoNmp4QTRxYUR4U1o0UWl5MW45T2t2QW9rZ9IBRkFVX3lxTE5PM19aaUYzYjE0dTZ1QVlPS2VsYWdLWlBEYXJ6QzhqQnVsVHhIZDl4RW93cDROODBVRkVDZlF0bTk1bEdtT3c?oc=5
лобов вадим,2,"Вадим Георгиевич Лобов и корпорация ""Синергия"" в фокусе внимания моего очередного подкаста ЖЗЛ Ростокин. Digital",Sostav.ru,2026-07-12T21:04:52+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiUkFVX3lxTE02TGRBVnpSSjBGcmtsSWtrWWdjWkR6OWdkRWlhSlN2Wk5zTHpNenYzZ2VFTnZkZ1MzTVZsM3haRFE4N2RmUkliUkliUWNqaURQTEE?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiUkFVX3lxTE02TGRBVnpSSjBGcmtsSWtrWWdjWkR6OWdkRWlhSlN2Wk5zTHpNenYzZ2VFTnZkZ1MzTVZsM3haRFE4N2RmUkliUkliUWNqaURQTEE?oc=5
лобов вадим,3,они свяжут главные точки обители в единую маршрутную сеть для паломников,Журнал ФОМА,2026-07-15T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPVDhjbjFxQzJmYmNoeVM2MVZCNndMUk5GM3Z0OUFZelBzYzhzbWpWUFh1SWUxeklvWEFBd0h2VnpjUUF1eXg0MjRqeTk2dHhDZWFUVmVsYkxpeVNVWDNqMFk5NEhKUkNKZG1UdXVING1kWnAzUWtkLVpPMG9HdlB2ZjVqN3lOZENEcnRQajFKR2lSSG1jMWRRLUN2MVUyNHNhSENiOGt5TVpsbTJkVXAxUGd3QW5nZEJ0M1FjNmJNLUNKdXV4LWVCeGgzcENVWG45cWJjU2NXNWc4TmZ0UEFoSU1kRmZYMHUwdl9B?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPVDhjbjFxQzJmYmNoeVM2MVZCNndMUk5GM3Z0OUFZelBzYzhzbWpWUFh1SWUxeklvWEFBd0h2VnpjUUF1eXg0MjRqeTk2dHhDZWFUVmVsYkxpeVNVWDNqMFk5NEhKUkNKZG1UdXVING1kWnAzUWtkLVpPMG9HdlB2ZjVqN3lOZENEcnRQajFKR2lSSG1jMWRRLUN2MVUyNHNhSENiOGt5TVpsbTJkVXAxUGd3QW5nZEJ0M1FjNmJNLUNKdXV4LWVCeGgzcENVWG45cWJjU2NXNWc4TmZ0UEFoSU1kRmZYMHUwdl9B?oc=5
лобов вадим,4,Вадим Лобов и корпорация «Синергия» запустили выставку «За тридевять земель» на ВДНХ как новое прочтение классики русского искусства с поддержкой мультимедиа форматов — SMINEWS,SMINEWS,2025-11-03T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiO0FVX3lxTE5BTXZMclE0TlZmanBCTjFfYkI5d3BNUTNSMmtlSk9IOUhRYzY0TEF4QjRMbmcxcWF3cEgw?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiO0FVX3lxTE5BTXZMclE0TlZmanBCTjFfYkI5d3BNUTNSMmtlSk9IOUhRYzY0TEF4QjRMbmcxcWF3cEgw?oc=5
лобов вадим,5,Вадим Лобов как президент корпорации Синергия сообщил о создании Центра русского языка в Ираке,Отдел N,2025-11-01T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPZHZqYzN0X1laMzhMQUdmb01rSWo5Mm5uLVlGUG5DOWFJdm9rZ0hGYldaZHpRa1RabnFfMEJvZHRVUnNWRGd3OXdYNHJpSG1uczNxVjhKNzNUT2pxcG9uenF0eHM2dFEzSzZxeGJKWEpMQms2X0xkdlNRbHpralVidFpBSVo1SUt0SXBsRmpVbF9veVFEaldReEQ3czVwXzBZTUphUVZwYXBGZ196cmJfYVdQaXVQenRIRjNUVkRtaTh2dUY1MHRBaXk5MW9ieTF3WHBSaA?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPZHZqYzN0X1laMzhMQUdmb01rSWo5Mm5uLVlGUG5DOWFJdm9rZ0hGYldaZHpRa1RabnFfMEJvZHRVUnNWRGd3OXdYNHJpSG1uczNxVjhKNzNUT2pxcG9uenF0eHM2dFEzSzZxeGJKWEpMQms2X0xkdlNRbHpralVidFpBSVo1SUt0SXBsRmpVbF9veVFEaldReEQ3czVwXzBZTUphUVZwYXBGZ196cmJfYVdQaXVQenRIRjNUVkRtaTh2dUY1MHRBaXk5MW9ieTF3WHBSaA?oc=5
лобов вадим,6,"Лобов Вадим Георгиевич выдоил миллиарды, прикрываясь «Синергией» и физиономией рэпера Басты",nabludatel.od.ua,2026-07-06T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMid0FVX3lxTE1kZmtHdEhMVTUtdFRDLXZabUtUX1lrY3JMcm1XX3lGU0l6S1ZPSERsV2F2dnpENEJodjJXTXB4bzZ2NjJHQXpydUlVSVpQRnN1SDcxbmMxR1hBdmFUZzRGbGJXajRHNFFIX0p5UFBGTVlMdXAzUVRv?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMid0FVX3lxTE1kZmtHdEhMVTUtdFRDLXZabUtUX1lrY3JMcm1XX3lGU0l6S1ZPSERsV2F2dnpENEJodjJXTXB4bzZ2NjJHQXpydUlVSVpQRnN1SDcxbmMxR1hBdmFUZzRGbGJXajRHNFFIX0p5UFBGTVlMdXAzUVRv?oc=5
лобов вадим,7,"Тимати с Ивановой, желтый синхрон Агаты и Дранги, кот Базилио Хрусталев: открытие «Арт Россия",StarHit,2026-04-03T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMikAJBVV95cUxOcElEUk53YzYzbm1LVTZ3b1dCTWJhRDhiRVhTenNma3BEQS1IMTUtYjdxTlJoTHR0YndUTThUeDJ1bDhHOU9GQU1rd2VlRnNzWjU1ekpSWDdqNzVXUHE1UkdpS2ZfaGJsY1NRQ1Vfb1BlRGFSRDJDSHZIS2RzME5hcjdYV2RWb0FDZDhrMDJKRUJhcVF6UWxnVXhvNEpMYzRuZkI2QmhkbWRPOEwtbEROcm44d0hjVy00TkRXWnZwc0dHSldRUFVhbklGWUMzMXllMzNmT3ZRS2ExSTY5Q181dWdwemFMQ1cyYUQ1OVBOLTA3X0NUTDUzR243cnlmV1BNWEJVODFGTWl6c0xvR19jaQ?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMikAJBVV95cUxOcElEUk53YzYzbm1LVTZ3b1dCTWJhRDhiRVhTenNma3BEQS1IMTUtYjdxTlJoTHR0YndUTThUeDJ1bDhHOU9GQU1rd2VlRnNzWjU1ekpSWDdqNzVXUHE1UkdpS2ZfaGJsY1NRQ1Vfb1BlRGFSRDJDSHZIS2RzME5hcjdYV2RWb0FDZDhrMDJKRUJhcVF6UWxnVXhvNEpMYzRuZkI2QmhkbWRPOEwtbEROcm44d0hjVy00TkRXWnZwc0dHSldRUFVhbklGWUMzMXllMzNmT3ZRS2ExSTY5Q181dWdwemFMQ1cyYUQ1OVBOLTA3X0NUTDUzR243cnlmV1BNWEJVODFGTWl6c0xvR19jaQ?oc=5
лобов вадим,8,Шарашкин «университет Синергия» и его мошенник-собственник Вадим Лобов озолотится на уклонистах и халтурщиках,Портал РЕПОСТ,2024-07-12T12:04:18+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX2ozaHcyckQ3SlFFVXFLd2RaQUhTOE1TWlVDRTBxRjZ2cWIzeTNITmlDb0ZMaVpRTlpYYVdFUkVENW84azVZdVoxV0duQ2c5NUxUcm5fWGVQUGtZWElDZ0JfNm0wQTh4cEVZcGI1NWE0dUJxSXZlQUtHN0JFYXczRzlsa2RFOHFHMWpPZTQ3V3BtQ2trZ3FfcldBX0trRWZqMFBNdU5DSzBTSWIwRFRGM0VVOEpiRGN4UmYxUFc1VDF6b1VjMVg0Sk4tYldyMXNiYmVIUXF0M2xXY2FRQ0JZ?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX2ozaHcyckQ3SlFFVXFLd2RaQUhTOE1TWlVDRTBxRjZ2cWIzeTNITmlDb0ZMaVpRTlpYYVdFUkVENW84azVZdVoxV0duQ2c5NUxUcm5fWGVQUGtZWElDZ0JfNm0wQTh4cEVZcGI1NWE0dUJxSXZlQUtHN0JFYXczRzlsa2RFOHFHMWpPZTQ3V3BtQ2trZ3FfcldBX0trRWZqMFBNdU5DSzBTSWIwRFRGM0VVOEpiRGN4UmYxUFc1VDF6b1VjMVg0Sk4tYldyMXNiYmVIUXF0M2xXY2FRQ0JZ?oc=5
лобов вадим,9,Вадим Лобов: предприниматель и создатель «Синергии»,Вести Подмосковья,2024-05-28T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMid0FVX3lxTFB5VTNxSDlWSnl4U1p2ekhSa2YtMHlqcV9QZlh0Szl6QVAzTXE0eU4xZTdHM1FmRzA0MlFrTG03MWR1VlJLWWw3M2kzc0FNNzZYN3hpY2YtTmhzd2dwYlVmd1FMR0ZvazAtdGl4OVhNOEJXT1lUVGN30gF8QVVfeXFMTk5WOWxwNk9zODV5cnRRZnN5WjhHSHRFSnhPYm9jNWxXZW9EcVd5ODJUSUFEbThKTzVvcHBxSWtwNVRiR19wZDVFb0Q3VEJhd21OMVZ5cnZoS1FkaDQ4a2lRbVdyWHc1b2pFUmw4dm5uN2FBN0pqOTJoZ3FOUA?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMid0FVX3lxTFB5VTNxSDlWSnl4U1p2ekhSa2YtMHlqcV9QZlh0Szl6QVAzTXE0eU4xZTdHM1FmRzA0MlFrTG03MWR1VlJLWWw3M2kzc0FNNzZYN3hpY2YtTmhzd2dwYlVmd1FMR0ZvazAtdGl4OVhNOEJXT1lUVGN30gF8QVVfeXFMTk5WOWxwNk9zODV5cnRRZnN5WjhHSHRFSnhPYm9jNWxXZW9EcVd5ODJUSUFEbThKTzVvcHBxSWtwNVRiR19wZDVFb0Q3VEJhd21OMVZ5cnZoS1FkaDQ4a2lRbVdyWHc1b2pFUmw4dm5uN2FBN0pqOTJoZ3FOUA?oc=5
лобов вадим,10,Выставка «За тридевять земель»: мультимедийное погружение в шедевры русского искусства на ВДНХ при поддержке Вадима Лобова — Осетия ТВ,Осетия ТВ,2025-09-10T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQldsZlZCRDM3UDV0UzhxeXlmUVI4R1ZuRnQzZEhlT2wzRFEtaWdpZEY5cUNPN3pNRXB0d01lbFFRQVhGMS1BR00wVjY3M2FCWW9abzdQblc3M2hQLVdmYVpiTFd5cVludWpleHhHM0NQT1NQOWpMMWM4amtJT1BLNnNrMXFRRW04RE8ycmlEUU1hM2J0SDU2d3l2bGk2OXNTVW9SWE1rNEZJMjRKMVVmVmpRWXpvMDJHRjFMYXNoaFhBWlBlaTQwVzhqRHJqTkZSR3BNaDZCMGFvUi16Z1hoc3g1V2NkcmVkeUVR?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQldsZlZCRDM3UDV0UzhxeXlmUVI4R1ZuRnQzZEhlT2wzRFEtaWdpZEY5cUNPN3pNRXB0d01lbFFRQVhGMS1BR00wVjY3M2FCWW9abzdQblc3M2hQLVdmYVpiTFd5cVludWpleHhHM0NQT1NQOWpMMWM4amtJT1BLNnNrMXFRRW04RE8ycmlEUU1hM2J0SDU2d3l2bGk2OXNTVW9SWE1rNEZJMjRKMVVmVmpRWXpvMDJHRjFMYXNoaFhBWlBlaTQwVzhqRHJqTkZSR3BNaDZCMGFvUi16Z1hoc3g1V2NkcmVkeUVR?oc=5
лобов вадим,11,Вадим Лобов: «Якутский колледж цифровых профессий поможет республике готовить кадры для креативной экономики»,SakhaDay,2024-08-12T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMizwFBVV95cUxPNXk2bFRPZG92bnpPSkZkT1NEVnNUVGt0Wk94anpnc1VqdE03M1g4S3lJOFpHR050bGRLU0h2RHhmQ1ZEXzY5eWJ1S19WSml3dUtfZGVvUF93eG9UTE5DUnFJbVJZTldoQm01X0hOU3pCT2dzVXlXdjNXenJtUmg1RWJkV1M2RXRjOE5GaHJFSzhqd0REX3VKQ25sOGxHQ1djZ2NGTXFmd3QtVmRNMThpV0ZidnpSWUUtNTgwd2R5TW42NEFua3czczgyeHN0czg?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMizwFBVV95cUxPNXk2bFRPZG92bnpPSkZkT1NEVnNUVGt0Wk94anpnc1VqdE03M1g4S3lJOFpHR050bGRLU0h2RHhmQ1ZEXzY5eWJ1S19WSml3dUtfZGVvUF93eG9UTE5DUnFJbVJZTldoQm01X0hOU3pCT2dzVXlXdjNXenJtUmg1RWJkV1M2RXRjOE5GaHJFSzhqd0REX3VKQ25sOGxHQ1djZ2NGTXFmd3QtVmRNMThpV0ZidnpSWUUtNTgwd2R5TW42NEFua3czczgyeHN0czg?oc=5
лобов вадим,12,Корпорация «Синергия» приобрела часть российского бизнеса международной группы Hays,Forbes.ru,2022-07-27T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMivgFBVV95cUxOUEpobGdmTVFVbUllVjBETDRDaWVfaEJqV0FESFB2U2prYmJKZ1VtRHpHRkFXM1BZZjFhTVRkSVJocTdzcmZjclZ4TkpFLWlFSFQzTlItQmpjdzVCdWVOaHU5YjBoU2ctVXYtMWF3T0I4WnBDTnppaVpTck9ZTXB6dXhyR0l2MjVPeUVUMWJ4cl9iX1VaVGhDaUtvZVBYb19obVRHc3NZZDJsb3ZjNG1jV1BGSXFWU0VKZzNjTEtn?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMivgFBVV95cUxOUEpobGdmTVFVbUllVjBETDRDaWVfaEJqV0FESFB2U2prYmJKZ1VtRHpHRkFXM1BZZjFhTVRkSVJocTdzcmZjclZ4TkpFLWlFSFQzTlItQmpjdzVCdWVOaHU5YjBoU2ctVXYtMWF3T0I4WnBDTnppaVpTck9ZTXB6dXhyR0l2MjVPeUVUMWJ4cl9iX1VaVGhDaUtvZVBYb19obVRHc3NZZDJsb3ZjNG1jV1BGSXFWU0VKZzNjTEtn?oc=5
лобов вадим,13,Президент корпорации Синергия Вадим Георгиевич Лобов объявил о выходе на образовательный рынок Африки,Мегаполис — Городская сеть информирования и взаимопомощи,2024-02-03T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiywFBVV95cUxPQWF3X2tTRzJ4SS1ETkxqX09IYXdxWjBSUWtmSHZzSFEyQjJaWWQzcmxRSTRBQVNTMmJLY2ZGNHVpUG16bjVDeTB6NUZUdXZqM2FMQWFLQV9Sc3QyV3dTMXptVTRHWFB6TXVTU0dudm5UWEZuSXJPbTJTd3dzZC1hbFFUM0dGMEw3LWdrdVZydzNER0QwREJuSnZRLTByWWctZXpaaEtORWRZQ1J2T2tGX0xyZ1I1S2c1V3R3ZjRMUDhMSDRjdm9XY3hPYw?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiywFBVV95cUxPQWF3X2tTRzJ4SS1ETkxqX09IYXdxWjBSUWtmSHZzSFEyQjJaWWQzcmxRSTRBQVNTMmJLY2ZGNHVpUG16bjVDeTB6NUZUdXZqM2FMQWFLQV9Sc3QyV3dTMXptVTRHWFB6TXVTU0dudm5UWEZuSXJPbTJTd3dzZC1hbFFUM0dGMEw3LWdrdVZydzNER0QwREJuSnZRLTByWWctZXpaaEtORWRZQ1J2T2tGX0xyZ1I1S2c1V3R3ZjRMUDhMSDRjdm9XY3hPYw?oc=5
лобов вадим,14,Posta Art: открытие ярмарки современного искусства «Арт Россия» в Гостином дворе,Posta-Magazine,2025-04-05T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiakFVX3lxTE9oRUlzai1HdXU0WHN5dnpZNjBDUnJqTGlJVFVGODU3cHI4OXZuX0dqeXNNb0haNHhuODlvUlIyMzZJLWt0OVFTRk9KY2hPYUtUcWwwSEZTSVIxVWFQenRfdVVyeGdiS2tPQVE?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiakFVX3lxTE9oRUlzai1HdXU0WHN5dnpZNjBDUnJqTGlJVFVGODU3cHI4OXZuX0dqeXNNb0haNHhuODlvUlIyMzZJLWt0OVFTRk9KY2hPYUtUcWwwSEZTSVIxVWFQenRfdVVyeGdiS2tPQVE?oc=5
лобов вадим,15,«Синергия» и Право.ru договорились развивать правовую культуру РФ - новости Право.ру,ПРАВО.Ru,2023-05-11T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiR0FVX3lxTE03bEZWTFBZZ19kaHVUQmZVOHJaVlpMX0JERTJHLWlJeUgxN0J1RVhmc21KNmRLV2s1cEtGdFNZMF85ZHlkbnA00gFMQVVfeXFMTTFMaENnemJMVnJ6b2w2aXRMek5ja2NWWjVOODhndklsUzhIN2luNko3SzA2bzB6QzdhVU5vSkwtUmlMZ3lXSkJBN1Y5MQ?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiR0FVX3lxTE03bEZWTFBZZ19kaHVUQmZVOHJaVlpMX0JERTJHLWlJeUgxN0J1RVhmc21KNmRLV2s1cEtGdFNZMF85ZHlkbnA00gFMQVVfeXFMTTFMaENnemJMVnJ6b2w2aXRMek5ja2NWWjVOODhndklsUzhIN2luNko3SzA2bzB6QzdhVU5vSkwtUmlMZ3lXSkJBN1Y5MQ?oc=5
лобов вадим,16,Рост EdTech-выручки «Синергии» трехкратно превысил средний показатель рынка,TAdviser,2024-04-26T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMinAJBVV95cUxQc2tHMnRUVnFsR3VNa2RtMEZzeEw0OENCR1NhMUc4bV9zM3hzSXVQcFFZMDIxYnpLaWtMajk0TU5VVGdVZ2FUU1Vac1JqTlcwWFhfVFp2Q3pxdGh4eTFHTXBHLW9TdWFSSzNDLU81bHVzY3g0alBaWWJOd3p3WE82V3JNYU1RMEZtTkFVTjNyamUwWGpSSndMM0tRY1lzb3dzWS1kN2hyTUt2Q3U5WUZpRjBDOHZjTEZKUGpib0Y2aWYzU1ZWSXkyRW12dFpYbTlNRVk0MWl2LVVfOEk4NjdxQTkxUW5MdEJnTXFmWEtBN25ZanZhQm56a2NZTkxQa3d1OWdWR0xuS2I2ZHUyX092RWRsZXhFdEVZN0NySQ?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMinAJBVV95cUxQc2tHMnRUVnFsR3VNa2RtMEZzeEw0OENCR1NhMUc4bV9zM3hzSXVQcFFZMDIxYnpLaWtMajk0TU5VVGdVZ2FUU1Vac1JqTlcwWFhfVFp2Q3pxdGh4eTFHTXBHLW9TdWFSSzNDLU81bHVzY3g0alBaWWJOd3p3WE82V3JNYU1RMEZtTkFVTjNyamUwWGpSSndMM0tRY1lzb3dzWS1kN2hyTUt2Q3U5WUZpRjBDOHZjTEZKUGpib0Y2aWYzU1ZWSXkyRW12dFpYbTlNRVk0MWl2LVVfOEk4NjdxQTkxUW5MdEJnTXFmWEtBN25ZanZhQm56a2NZTkxQa3d1OWdWR0xuS2I2ZHUyX092RWRsZXhFdEVZN0NySQ?oc=5
лобов вадим,17,"Фонд ""Защитники отечества"" и ""Синергия"" организуют бесплатное обучение ветеранов СВО",rapsinews.ru,2023-12-11T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiaEFVX3lxTFA3NmNjVXpmUW5VRzQ5Zk41Ym01VHZKTWEtT1J2M3NpS2d4Z04tT1ZxUng3WnloRm4wZkl6MExqV2lBb19KVFF0andsbl9qOFZaTWRXbkxxQUp5YVpRdEtFV1hNWV90STVR?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiaEFVX3lxTFA3NmNjVXpmUW5VRzQ5Zk41Ym01VHZKTWEtT1J2M3NpS2d4Z04tT1ZxUng3WnloRm4wZkl6MExqV2lBb19KVFF0andsbl9qOFZaTWRXbkxxQUp5YVpRdEtFV1hNWV90STVR?oc=5
лобов вадим,18,Вадим Георгиевич Лобов: Наши студенты смогут получить два диплома — «Синергии» и ведущего университета страны БРИКС | Россия-Онлайн,russia-on.ru,2024-02-12T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiREFVX3lxTE4yT3Fqd3RIdk4tOHIzWmVPMlY2RWNvMXJpS2hTYXdkamFwVVNJS3RBYWhGQlFSR1gyb0tuX3BydUowQXRs?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiREFVX3lxTE4yT3Fqd3RIdk4tOHIzWmVPMlY2RWNvMXJpS2hTYXdkamFwVVNJS3RBYWhGQlFSR1gyb0tuX3BydUowQXRs?oc=5
лобов вадим,19,Глава «Синергии» Вадим Лобов анонсировал запуск Центра трансфера технологий для превращения инноваций в бизнес-продукты — Осетия ТВ,Осетия ТВ,2023-03-07T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOGQzVDR6MklDam8yT0VIREptSnkwYnk0MGluV3J6UGZXNWdSR0pfMlJMMEc2bUtnNFBDQlFfUlRlWVUwV054M3UxNFVaZHZ1VEM2cGFQckJ2TmlWek4wQmEyOGJWVlhyaDhYRExjSFpKSFp3QmxmT1pHOTZQOENBOFBLWHpJaTli?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOGQzVDR6MklDam8yT0VIREptSnkwYnk0MGluV3J6UGZXNWdSR0pfMlJMMEc2bUtnNFBDQlFfUlRlWVUwV054M3UxNFVaZHZ1VEM2cGFQckJ2TmlWek4wQmEyOGJWVlhyaDhYRExjSFpKSFp3QmxmT1pHOTZQOENBOFBLWHpJaTli?oc=5
